Load_Success,Board_Config,Players,Run_Time,Bot_Clue,Spaces_Ruled_Out,Possible_Spaces,Guess_Attempted,Guess_Success,Correct_Space,Space_1,Freq_1,Space_2,Freq_2,Space_3,Freq_3,Space_4,Freq_4,Space_5,Freq_5,Space_6,Freq_6,Space_7,Freq_7,Space_8,Freq_8,Space_9,Freq_9,Space_10,Freq_10,Space_11,Freq_11,Space_12,Freq_12,Space_13,Freq_13,Space_14,Freq_14,Space_15,Freq_15
true,"2f,4,1,6f,3,5f|2,9;1,6;5,8;5,10;8,5;6,2;1,0;1,7",3,14.74,The habitat is on desert or swamp,66,3,true,false,38,55,2,94,1,38,1
true,"5,6f,1f,3,4,2|3,3;2,9;3,11;8,9;4,4;0,9;2,10;7,0",3,14.81,The habitat is on water or mountain,64,5,false,,99,99,2,32,1,4,1,28,1,6,1
true,"4,2,6,3f,5,1f|6,10;0,11;4,5;4,3;0,0;1,9;6,5;7,8",3,15.97,The habitat not is within one space of mountain,59,6,false,,56,31,2,49,1,101,1,1,1,56,1,43,1
true,"6,1,5,2f,4,3|4,10;3,6;8,10;7,4;2,10;5,8;3,9;4,11",3,16.69,The habitat is within two spaces of bear territory,62,8,false,,104,104,8,80,3,56,3,41,2,67,1,68,1,78,1,79,1
true,"6,1f,2,5,3f,4|8,8;2,0;7,9;8,2;5,1;0,3;1,2;1,8",3,16.91,The habitat is not within three spaces of a white structure,48,3,true,false,48,49,3,48,1,53,1
true,"4,6,3,2,1,5f|1,9;1,0;0,9;6,10;7,10;7,5;5,9;8,5",3,16.11,The habitat is not within one space of forest,60,9,false,,38,68,3,44,3,32,2,108,1,82,1,38,1,104,1,100,1,4,1
true,"4f,3f,5,2f,6,1f|8,8;2,10;7,10;1,0;5,3;4,9;7,0;7,1",3,14.74,The habitat is on water or forest,64,4,true,false,37,64,2,37,2,49,1,91,1
true,"3,6,5f,2f,4,1|5,4;4,6;3,1;3,6;5,6;4,10;8,11;6,5",3,17.03,The habitat is not within three spaces of a blue structure,44,2,true,false,75,51,1,75,1
true,"3,5,2f,4f,1,6f|2,1;6,5;0,1;3,5;8,9;1,8;4,11;3,8",3,16.79,The habitat is within three spaces of a blue structure,53,7,false,,51,69,2,87,2,39,2,81,1,51,1,105,1,27,1
true,"5f,4,6,1f,2,3f|4,2;0,9;2,5;5,0;0,7;8,11;6,10;6,1",3,17.02,The habitat is not within three spaces of a blue structure,43,1,true,true,18,18,2
true,"6f,4f,2,5f,1f,3f|4,10;5,10;1,10;7,4;2,5;6,8;7,6;4,5",3,16.27,The habitat is not within one space of forest,61,5,false,,70,70,5,52,2,41,1,58,1,102,1
true,"4,3f,1f,2,6,5f|8,4;2,0;3,3;5,11;1,2;7,8;5,5;6,0",3,16.54,The habitat is within two spaces of a cougar territory,65,10,false,,4,40,4,16,3,28,3,77,3,4,2,64,1,51,1,68,1,44,1,78,1
true,"6,1f,4f,2,5,3f|7,11;3,2;5,5;7,2;7,6;8,8;8,0;3,5",3,16.22,The habitat is not within one space of desert,63,6,false,,108,29,4,32,3,70,2,16,1,59,1,108,1
true,"5,1,6,4,3f,2|4,4;1,11;5,4;5,1;4,0;8,6;7,11;0,11",3,16.17,The habitat not is within one space of mountain,58,4,true,false,37,100,3,65,1,37,1,14,1
true,"1f,4,3,2f,5f,6f|1,1;4,10;5,4;1,7;7,4;2,8;1,2;8,0",3,16.2,The habitat is not within one space of water,64,7,false,,35,87,4,96,1,35,1,20,1,23,1,75,1,60,1
true,"4,1,5f,3,6f,2f|5,8;1,2;2,5;7,9;1,3;5,7;5,1;0,11",3,15.27,The habitat is on water or desert,65,3,true,false,65,40,3,45,2,65,1
true,"2f,3f,1f,4f,6f,5|7,0;3,5;6,6;2,7;4,7;3,3;6,10;4,0",3,16.63,The habitat is not within two spaces of a standing stone,54,4,true,false,17,57,2,17,2,48,1,14,1
true,"1,5,2,6f,4,3|8,9;1,6;1,8;1,1;0,2;6,1;7,10;5,4",3,16.54,The habitat is within two spaces of a standing stone,54,1,true,true,50,50,3
true,"6,1f,3,4,5,2f|2,4;0,10;6,6;8,4;2,9;7,9;2,7;2,5",3,16.98,The habitat is not within three spaces of a green structure,60,3,true,true,83,83,3,100,1,7,1
true,"1f,3,6f,4f,5f,2f|2,1;4,2;1,7;4,5;1,1;0,9;1,11;2,6",3,14.71,The habitat is on water or forest,64,5,false,,46,16,1,75,1,51,1,53,1,46,1
true,"5f,4f,2,3,6f,1f|7,4;2,5;6,0;0,9;1,8;5,4;5,1;8,10",3,15.15,The habitat is not on water or swamp,43,2,true,false,37,11,1,37,1
true,"2,5,4f,1f,6,3f|1,3;0,2;2,10;3,4;8,3;7,4;4,9;5,6",3,17.1,The habitat is within two spaces of a cougar territory,65,9,false,,75,63,5,17,4,50,2,75,2,81,2,70,1,71,1,60,1,95,1
true,"2f,3,5,1f,4f,6f|8,10;3,10;4,3;7,10;2,10;0,1;1,6;5,4",3,16.31,The habitat is within two spaces of a standing stone,47,4,true,false,23,71,3,23,1,24,1,27,1
true,"6,4,1,5,3f,2|8,9;4,1;0,3;0,11;0,7;0,2;7,10;3,11",3,14.78,The habitat is on forest or swamp,65,7,false,,9,9,4,60,3,30,2,64,1,18,1,102,1,82,1
true,"5,3f,2,6f,4f,1f|0,5;4,3;2,1;6,7;4,4;6,0;7,10;2,10",3,16.83,The habitat is within two spaces of a cougar territory,59,4,true,false,45,57,2,45,2,69,1,49,1
true,"4f,3f,5,1,2,6|6,1;2,3;2,5;7,1;3,7;6,4;7,10;4,0",3,16.27,The habitat is within one space of either animal territory,62,4,true,false,100,80,3,100,2,52,1,1,1
true,"2f,4,6,1,3,5|8,11;0,4;1,10;5,0;6,9;0,6;1,9;7,6",3,15.25,The habitat is not on mountain or swamp,43,1,true,true,8,8,1
true,"1,6f,4f,2,5f,3|8,7;1,11;7,7;6,11;4,6;5,4;6,1;1,2",3,16.33,The habitat not is within one space of mountain,60,4,true,false,78,83,2,78,1,38,1,39,1
true,"5f,2f,1f,4,3,6f|3,3;0,6;4,8;4,3;0,9;2,3;2,2;7,11",3,16.21,The habitat is not within one space of swamp,52,6,false,,108,97,1,58,1,108,1,10,1,46,1,63,1
true,"3,5,1f,2,6,4|5,5;4,10;2,6;7,3;8,0;0,10;4,2;6,3",3,17.03,The habitat is within two spaces of a cougar territory,65,9,false,,20,18,6,49,3,15,3,16,1,33,1,20,1,72,1,82,1,95,1
true,"1,5f,4f,3,2,6f|4,11;1,1;8,2;2,7;7,6;1,4;5,10;3,1",3,16.56,The habitat is within two spaces of bear territory,60,3,true,true,82,82,3,73,1,106,1
true,"1f,6f,2,5,4,3|4,8;2,1;8,9;2,10;1,2;3,0;6,1;0,9",3,14.71,The habitat is on mountain or swamp,65,4,true,false,5,64,1,51,1,5,1,94,1
true,"6,5,1f,4f,3f,2f|4,11;0,5;3,8;5,1;1,7;1,6;8,8;1,11",3,16.2,The habitat is within one space of either animal territory,58,1,true,true,55,55,2
true,"1f,3f,5,6f,4f,2|2,9;5,7;7,8;5,5;4,1;7,0;3,1;2,5",3,17.17,The habitat is not within three spaces of a green structure,59,8,false,,98,89,3,54,2,97,1,98,1,99,1,24,1,44,1,45,1
true,"4f,5,1,2,3f,6f|2,3;0,2;8,6;5,11;5,5;1,6;7,2;5,6",3,17.5,The habitat is not within three spaces of a white structure,55,6,false,,105,94,3,83,1,38,1,104,1,105,1,12,1
true,"4f,3,6f,2,5,1f|7,4;6,10;7,10;8,11;4,1;4,3;4,0;2,6",3,16.73,The habitat is within two spaces of a standing stone,64,7,false,,66,66,4,25,4,28,4,54,3,83,1,42,1,75,1
true,"4,5f,1f,3,6f,2|2,3;6,6;1,1;5,5;3,7;6,1;4,1;1,3",3,16.41,The habitat is not within two spaces of a standing stone,54,4,true,true,42,42,1,6,1,46,1,7,1
true,"4,1f,6,3f,5f,2f|1,10;2,10;8,8;2,7;4,0;3,4;3,10;0,3",3,16.11,The habitat is not within one space of desert,59,5,false,,83,64,2,83,2,72,1,106,1,7,1
true,"3,6f,4f,1,2f,5|0,1;1,6;8,3;6,5;3,1;2,7;4,4;8,10",3,16.59,The habitat is not within two spaces of a shack,53,1,true,true,100,100,1
true,"5,1f,6,2,3,4|4,6;6,8;6,7;3,10;4,0;5,9;1,9;2,11",3,16.51,The habitat is within two spaces of a cougar territory,56,6,false,,7,80,1,65,1,7,1,8,1,91,1,30,1
true,"4,3f,5f,6,1f,2|4,7;5,1;0,7;7,11;3,9;7,0;7,2;2,1",3,16.82,The habitat is within three spaces of a green structure,64,6,false,,17,17,6,29,6,60,5,5,1,7,1,10,1
true,"5f,2,3,1f,6f,4f|0,6;5,9;5,0;8,3;2,4;6,6;0,8;2,7",3,16.53,The habitat is within two spaces of bear territory,64,5,false,,16,16,3,37,3,13,1,46,1,15,1
true,"1f,4,5,3f,6,2f|2,9;7,5;2,6;2,3;3,7;6,5;4,0;6,10",3,16.37,The habitat is not within two spaces of a shack,59,6,false,,108,80,2,1,1,50,1,5,1,7,1,108,1
true,"2,6f,1,4f,3f,5|1,4;1,7;6,4;1,9;5,5;4,6;0,9;7,4",3,16.42,The habitat is within two spaces of a standing stone,59,8,false,,63,69,5,63,5,34,1,43,1,52,1,6,1,57,1,91,1
true,"2,6f,1f,3,4,5|2,10;6,6;8,2;8,8;1,0;2,4;2,0;8,4",3,17.59,The habitat is within three spaces of a blue structure,65,9,false,,101,70,22,101,6,58,3,76,3,64,1,65,1,52,1,81,1,104,1
true,"2,5,6f,3,4,1|4,3;7,4;3,5;3,1;4,8;1,7;4,1;2,4",3,16.2,The habitat is not within one space of desert,63,7,false,,26,76,2,48,1,20,1,71,1,84,1,26,1,91,1
true,"2,5,4,1f,6,3f|2,5;8,6;1,5;5,3;5,8;0,5;0,4;5,1",3,16.37,The habitat is within two spaces of bear territory,60,9,false,,57,51,3,11,3,5,2,69,2,32,1,17,1,57,1,10,1,45,1
true,"3,2f,4,6,5f,1f|2,9;2,1;6,1;8,4;3,6;3,0;1,9;5,11",3,16.02,The habitat is not within one space of swamp,53,2,true,true,64,64,1,39,1
true,"5f,3f,1,6f,4f,2|0,3;4,3;7,10;2,7;5,8;1,2;5,4;6,11",3,14.87,The habitat is on water or swamp,65,4,true,true,34,34,1,91,1,54,1,15,1
true,"3f,1f,5f,2,4,6f|3,6;0,7;5,8;4,0;4,6;6,7;6,5;3,3",3,16.53,The habitat is within two spaces of a cougar territory,65,2,true,false,43,27,4,43,2
true,"1,5,2f,6,3f,4|1,6;2,2;3,10;7,1;8,3;0,7;2,3;8,11",3,17.39,The habitat is within three spaces of a green structure,60,6,false,,64,64,7,83,5,72,4,20,1,23,1,91,1
true,"5f,6,3,1f,4f,2|3,3;1,5;7,5;0,11;5,7;4,4;6,2;2,11",3,17.01,The habitat is within three spaces of a black structure,64,9,false,,31,44,2,32,1,17,1,18,1,27,1,37,1,64,1,31,1,79,1
true,"4,2f,1,3f,6f,5|5,6;7,3;5,10;7,6;7,2;3,8;2,0;4,3",3,17.04,The habitat is within three spaces of a white structure,63,11,false,,61,87,8,88,4,73,4,61,2,30,2,16,1,66,1,52,1,78,1,4,1,76,1
true,"3f,1,5f,4f,2f,6|3,5;2,0;1,6;7,9;1,3;3,10;7,2;7,11",3,14.77,The habitat is on mountain or swamp,65,3,true,true,81,81,1,29,1,15,1
true,"3,5,2f,1f,4f,6|6,9;5,11;7,4;2,6;2,11;1,1;1,2;6,0",3,17.23,The habitat is within three spaces of a green structure,56,2,true,false,45,64,1,45,1
true,"5f,3,1,6f,2f,4|2,3;2,6;4,2;5,4;1,2;1,7;8,11;2,2",3,16.32,The habitat is within one space of either animal territory,62,7,false,,37,3,3,89,2,15,2,51,1,37,1,60,1,62,1
true,"3,4,2,6,5,1f|2,3;7,1;8,9;2,9;1,3;3,10;0,5;4,11",3,14.65,The habitat is on water or desert,65,4,true,false,30,70,2,8,1,30,1,38,1
true,"1f,6,3,2,5,4|8,1;1,3;6,5;5,3;0,6;3,2;7,8;2,3",3,16.45,The habitat is not within two spaces of a standing stone,58,5,false,,56,56,4,62,4,42,1,21,1,13,1
true,"2,3,4,1f,5f,6f|7,6;7,0;8,8;6,4;4,0;7,8;4,10;7,5",3,15.21,The habitat is not on forest or swamp,43,4,true,false,45,73,3,85,2,75,1,45,1
true,"4f,1,6f,2f,5,3f|6,1;7,9;2,10;1,11;6,6;0,7;1,7;1,1",3,16.75,The habitat is not within two spaces of bear territory,53,4,true,true,93,93,3,25,1,9,1,21,1
true,"5f,3f,6,1f,4f,2f|8,3;7,10;5,8;0,0;4,8;6,2;3,1;4,6",3,16.19,The habitat is not within one space of desert,61,6,false,,106,95,2,97,1,69,1,54,1,106,1,31,1
true,"2,3,5,6,4,1|5,0;6,4;6,2;4,3;2,0;7,7;3,7;4,8",3,16.91,The habitat is within two spaces of bear territory,63,8,false,,84,82,5,17,4,87,3,43,3,84,1,66,1,100,1,29,1
true,"5f,2f,1,6,3f,4|4,9;1,2;7,9;8,6;1,11;7,0;4,10;0,5",3,16.39,The habitat is not within one space of an animal's territory,49,1,true,true,91,91,1
true,"6,4f,5,1,2,3|0,5;1,1;1,10;1,5;4,7;1,0;7,2;4,11",3,17.22,The habitat is within three spaces of a blue structure,66,9,false,,51,45,12,50,1,51,1,53,1,55,1,40,1,25,1,41,1,13,1
true,"6f,5,4,1,2,3f|3,4;2,2;3,6;7,0;4,7;7,6;4,11;1,6",3,16.39,The habitat is within two spaces of a shack,54,4,true,false,46,9,2,44,1,69,1,46,1
true,"3,6f,5f,2,4,1f|8,2;3,11;0,4;7,7;2,8;2,6;3,0;2,0",3,14.8,The habitat is on forest or swamp,65,3,true,true,12,12,2,52,2,31,1
true,"5,3,1,2f,6,4f|2,5;8,9;5,7;6,6;2,3;5,11;5,0;0,9",3,16.83,The habitat is not within three spaces of a black structure,57,2,true,false,87,106,1,87,1
true,"2,6f,4f,3,5f,1|2,6;7,6;6,4;3,11;6,6;4,0;3,9;1,3",3,16.67,The habitat is within two spaces of a standing stone,50,4,true,false,49,87,2,49,1,61,1,54,1
true,"3,6,4,1f,5f,2f|3,0;0,6;2,5;7,2;7,11;1,5;2,8;4,9",3,16.1,The habitat is within one space of either animal territory,61,4,true,true,57,57,1,1,1,54,1,55,1
true,"6,4,2,1,5f,3|4,10;3,11;5,0;5,7;7,4;5,6;2,4;3,10",3,17.26,The habitat is within three spaces of a green structure,64,8,false,,100,26,4,65,3,100,2,97,2,49,1,38,1,104,1,25,1
true,"1,5f,3,6,2f,4f|0,5;6,11;5,5;0,8;7,9;5,8;7,1;1,2",3,16.77,The habitat is within two spaces of a standing stone,56,12,false,,77,64,5,80,2,42,1,44,1,77,1,78,1,45,1,89,1,90,1,60,1,93,1,94,1
true,"6f,1f,5,2,4,3|6,3;1,10;7,8;6,9;6,6;4,7;3,3;1,4",3,14.74,The habitat is on water or desert,65,2,true,true,97,97,1,67,1
true,"5f,3,2f,1,4,6f|4,7;0,6;1,9;7,10;8,2;3,11;3,2;6,4",3,16.16,The habitat is within one space of swamp,52,1,true,true,82,82,1
true,"3f,1f,2f,5,6,4|3,9;1,0;1,7;6,10;8,4;2,6;7,8;1,1",3,16.87,The habitat is within three spaces of a black structure,57,3,true,true,68,68,2,72,1,60,1
true,"5,1f,3f,6,4,2|8,3;1,6;6,11;4,1;4,0;8,0;2,1;7,6",3,16.8,The habitat is within two spaces of a shack,66,3,true,false,75,98,1,75,1,87,1
true,"1f,4,2f,5f,6f,3f|2,4;7,5;7,0;5,9;5,4;6,9;7,3;5,2",3,16.27,The habitat is within one space of swamp,52,2,true,true,91,91,1,29,1
true,"5f,4f,2,1,6f,3|3,1;6,9;1,4;8,8;2,11;8,6;7,3;5,2",3,16.22,The habitat is not within one space of desert,63,6,false,,2,97,3,57,3,48,1,2,1,85,1,26,1
true,"4,6,1,3f,2,5|8,2;0,3;4,8;0,2;2,6;0,10;7,10;7,3",3,14.84,The habitat is on mountain or swamp,65,3,true,false,21,39,1,21,1,69,1
true,"6,4,3,2f,1f,5f|6,0;4,6;4,1;5,5;6,10;2,11;8,6;7,0",3,16.33,The habitat is not within one space of desert,60,7,false,,35,81,4,17,1,35,1,104,1,87,1,27,1,28,1
true,"5,4,1f,6,2f,3|1,0;4,3;4,10;2,0;7,2;1,9;7,8;3,10",3,16.12,The habitat is not within one space of water,63,6,false,,105,73,3,77,2,50,1,19,1,5,1,105,1
true,"4,2,3,5f,1f,6f|0,1;3,10;3,6;4,6;6,6;1,10;1,0;5,4",3,16.98,The habitat is within two spaces of a shack,61,6,false,,93,93,23,45,5,16,4,4,3,69,1,75,1
true,"6,5f,4,3f,1,2|4,0;2,1;0,6;8,9;4,8;3,9;3,2;1,8",3,16.62,The habitat is within two spaces of bear territory,64,7,false,,15,80,2,73,2,68,1,57,1,93,1,46,1,15,1
true,"3,4,1,6f,2,5|4,5;5,4;1,8;7,1;3,10;0,7;3,9;8,8",3,14.79,The habitat is on forest or swamp,65,4,true,false,81,22,3,81,1,43,1,4,1
true,"5,6f,2,3f,4f,1|3,11;2,0;1,5;6,8;7,0;2,4;4,7;3,8",3,16.11,The habitat is not within one space of forest,59,4,true,false,93,48,1,81,1,93,1,15,1
true,"3f,5,1,4,6,2f|4,2;7,0;1,3;6,9;8,3;3,11;1,8;1,5",3,14.84,The habitat is on water or swamp,65,1,true,true,57,57,1
true,"1,6f,5,2,3f,4|2,1;3,2;0,1;6,11;7,6;4,9;4,3;0,8",3,14.7,The habitat is on water or desert,65,3,true,true,65,65,2,36,1,94,1
true,"1f,3,2,5,4,6f|3,4;2,0;8,11;6,7;1,6;7,11;2,7;3,11",3,16.25,The habitat is not within one space of water,62,6,false,,107,96,5,12,5,51,3,5,1,105,1,107,1
true,"4f,5f,6,2f,3f,1|8,2;7,6;8,8;1,5;7,2;4,11;8,7;6,3",3,14.92,The habitat is on water or forest,64,6,false,,33,32,1,33,1,84,1,37,1,58,1,93,1
true,"3,2f,4,6,5f,1f|2,9;2,1;6,1;8,4;3,6;3,0;1,9;5,11",3,17.39,The habitat is within three spaces of a blue structure,57,6,false,,99,61,4,98,3,99,1,53,1,88,1,29,1
true,"6f,5f,1,2,4f,3f|7,10;4,1;1,5;7,3;1,9;6,10;0,6;6,7",3,17.19,The habitat is within three spaces of a blue structure,66,7,false,,79,79,3,65,2,41,2,52,1,101,1,97,1,27,1
true,"6f,3,2f,1f,5f,4|4,6;3,7;8,10;7,0;2,7;0,2;5,1;1,2",3,16.29,The habitat is within one space of either animal territory,62,4,true,false,17,49,1,45,1,6,1,17,1
true,"2,5f,3,6f,1f,4f|3,4;1,2;3,6;0,2;3,11;1,3;5,3;7,10",3,17.01,The habitat is not within two spaces of a shack,52,6,false,,57,6,9,38,1,57,1,25,1,26,1,45,1
true,"4f,5f,2f,6f,3f,1f|6,3;7,6;0,6;6,1;2,3;8,7;4,4;6,10",3,16.42,The habitat is not within one space of forest,55,3,true,false,72,77,3,72,2,37,1
true,"6,5,4,2f,3,1f|4,5;1,2;5,3;8,4;8,6;7,1;1,9;5,2",3,16.35,The habitat is not within one space of forest,54,4,true,true,55,55,2,81,1,60,1,70,1
true,"2f,1f,5f,6f,3,4f|8,4;1,11;5,9;1,8;8,5;8,8;6,0;0,5",3,16.28,The habitat is not within one space of an animal's territory,52,3,true,false,63,81,1,45,1,63,1
true,"4,2,1,5,6f,3|7,4;5,0;8,1;1,6;2,1;4,0;3,9;3,7",3,16.37,The habitat is not within one space of swamp,54,4,true,false,75,29,3,41,1,75,1,39,1
true,"5f,1f,3f,6,4,2f|0,11;4,9;2,4;1,6;3,8;0,9;1,2;3,6",3,16.12,The habitat is within one space of forest,50,8,false,,22,48,2,36,2,22,2,35,1,51,1,58,1,59,1,63,1
true,"3f,6,1,2f,4,5f|5,7;8,1;1,11;7,5;4,6;8,11;0,0;1,7",3,14.74,The habitat is on water or desert,65,2,true,false,82,65,1,82,1
true,"6,3,5f,1f,2f,4|0,11;2,4;4,5;0,5;1,7;8,1;4,11;3,4",3,16.69,The habitat is within three spaces of a green structure,53,4,true,true,75,75,3,47,2,39,1,5,1
true,"5f,4f,2f,1f,6,3f|4,6;8,2;8,9;8,10;4,8;6,0;4,0;1,4",3,16.63,The habitat is within two spaces of a shack,56,4,true,false,28,27,5,28,3,3,2,65,1
true,"6,3,2,4f,1,5f|0,11;3,3;4,7;5,6;6,6;3,9;1,10;1,3",3,14.82,The habitat is on desert or mountain,65,3,true,false,92,89,1,92,1,69,1
true,"4,5,6f,3f,2,1|8,11;1,4;5,4;6,0;5,5;7,3;0,6;1,1",3,16.56,The habitat is within two spaces of a cougar territory,62,6,false,,16,31,5,16,2,44,2,43,2,40,1,28,1
true,"5,3f,2f,4f,1,6|1,0;0,8;3,5;2,2;0,9;8,5;6,0;3,2",3,16.15,The habitat is not within one space of water,60,5,false,,5,52,4,5,2,53,1,91,1,77,1
true,"2,3,1f,4,5,6|1,0;7,5;1,5;5,11;1,10;7,0;4,5;2,0",3,16.04,The habitat is not within one space of desert,58,7,false,,90,100,2,97,1,3,1,53,1,39,1,90,1,103,1
true,"3f,5f,6,4,2,1|2,3;2,4;5,4;2,10;7,0;8,8;7,8;8,2",3,14.78,The habitat is on water or mountain,64,2,true,true,68,68,1,71,1
true,"5f,4,6,1f,3,2f|1,10;0,6;7,9;4,0;0,1;4,7;5,7;3,8",3,16.23,The habitat is not within one space of water,58,7,false,,103,69,3,12,2,31,2,103,1,106,1,11,1,85,1
true,"1,4f,2,5,6f,3f|1,9;5,11;2,2;4,9;0,9;4,3;7,0;5,6",3,16.41,The habitat is within one space of either animal territory,57,4,true,false,61,17,1,34,1,43,1,61,1
true,"3,5,4f,2f,6,1f|6,5;6,9;7,4;4,9;8,11;7,1;6,0;7,0",3,16.32,The habitat is not within one space of an animal's territory,54,3,true,true,50,50,2,104,1,57,1
true,"6,4f,3f,5,1f,2f|0,9;8,0;5,3;3,9;5,5;6,4;6,9;7,1",3,17.42,The habitat is not within three spaces of a white structure,50,3,true,true,90,90,1,51,1,54,1
true,"6,2,4,5,3f,1f|4,5;0,11;7,2;6,8;1,1;4,6;2,7;3,9",3,16.56,The habitat is not within two spaces of bear territory,56,6,false,,28,72,4,28,3,44,3,52,1,101,1,76,1
true,"1f,6f,4f,5,3f,2f|8,8;4,0;0,9;2,3;7,10;0,4;7,6;5,6",3,16.17,The habitat is within one space of desert,52,3,true,true,45,45,2,75,1,87,1
true,"5f,3,1,4,6f,2f|2,4;7,4;1,6;4,11;3,4;7,11;6,10;2,3",3,16.72,The habitat is within two spaces of bear territory,64,7,false,,77,77,6,16,2,4,2,26,2,1,1,36,1,37,1
true,"1,5f,3,6f,4f,2f|7,0;0,3;7,6;1,10;7,5;7,10;8,5;5,10",3,17.18,The habitat is within three spaces of a blue structure,64,9,false,,12,59,22,45,7,34,3,33,2,46,1,22,1,24,1,12,1,14,1
true,"3f,5f,1,6,4,2f|7,0;7,1;1,0;6,5;5,9;4,8;8,2;1,2",3,16.38,The habitat is within one space of swamp,51,5,false,,42,99,3,43,1,42,1,76,1,28,1
true,"2,1,6,3,5,4|2,9;2,1;1,6;6,10;0,5;0,10;3,11;6,6",3,14.72,The habitat is on forest or swamp,65,5,false,,53,11,2,55,1,43,1,53,1,87,1
true,"3,1f,2f,4f,5f,6f|3,5;4,9;0,7;1,10;8,3;6,4;2,6;7,4",3,17.0,The habitat is not within three spaces of a white structure,62,8,false,,69,97,6,69,4,96,3,50,3,47,3,3,1,81,1,93,1
true,"5f,6,2f,1,4f,3|1,11;0,4;2,8;6,5;4,7;2,10;8,5;5,4",3,16.65,The habitat is within two spaces of bear territory,65,11,false,,44,44,7,20,5,57,3,33,2,32,2,60,2,63,2,16,1,12,1,58,1,62,1
true,"2,3,6f,5f,4f,1|8,11;5,1;8,0;4,11;6,3;5,6;7,4;2,10",3,16.51,The habitat is not within one space of swamp,52,4,true,false,44,40,1,44,1,85,1,77,1
true,"3,4f,6f,5f,1,2|5,0;4,5;2,6;7,3;1,11;1,2;1,10;7,5",3,16.93,The habitat is within two spaces of a shack,64,10,false,,98,98,3,80,2,10,2,64,1,51,1,48,1,87,1,11,1,76,1,63,1
true,"5f,1f,4f,6f,3f,2f|5,5;8,6;1,1;3,4;1,5;4,0;0,4;8,4",3,17.12,The habitat is within three spaces of a black structure,55,5,false,,27,87,2,57,1,27,1,44,1,13,1
true,"2f,5f,3f,6,4f,1|0,9;6,9;6,0;5,6;2,5;7,5;2,0;3,11",3,16.45,The habitat is within two spaces of a shack,55,4,true,false,9,8,1,72,1,66,1,9,1
true,"6,4,2,5,1,3|2,9;4,4;1,3;3,4;0,11;2,11;5,4;8,4",3,17.0,The habitat is within three spaces of a blue structure,64,11,false,,27,14,6,44,4,68,2,55,2,27,2,32,1,50,1,19,1,56,1,26,1,62,1
true,"6,1,4f,3,5f,2f|2,10;5,6;4,10;6,11;2,7;6,1;7,5;4,0",3,14.75,The habitat is on desert or mountain,65,4,true,false,83,97,1,83,1,52,1,63,1
true,"2f,5f,3f,4,1,6f|1,10;2,2;8,2;5,8;0,7;2,1;8,10;5,0",3,17.04,The habitat is within two spaces of a standing stone,63,3,true,true,93,93,3,41,1,29,1
